"","query","noutputs"
0,"\W!x{((a\w+|an\w+|\w+er)\W+){5}(a\w+|an\w+|\w+er)}\W",119
5243,"\W!x{((\w+ion|\w+ive|\w+ance)\W+){5}(\w+ion|\w+ive|\w+ance)}\W",0
5244,"\W!x{((\w+ion|\w+ive|\w+ful)\W+){5}(\w+ion|\w+ive|\w+ful)}\W",0
5245,"\W!x{((\w+ion|\w+ive|im\w+)\W+){5}(\w+ion|\w+ive|im\w+)}\W",0
5246,"\W!x{((\w+ion|\w+ive|\w+age)\W+){5}(\w+ion|\w+ive|\w+age)}\W",0
5247,"\W!x{((\w+ion|\w+ive|\w+ish)\W+){5}(\w+ion|\w+ive|\w+ish)}\W",0
5248,"\W!x{((\w+ion|\w+ive|\w+ic)\W+){5}(\w+ion|\w+ive|\w+ic)}\W",0
5249,"\W!x{((\w+ion|dis\w+|\w+ous)\W+){5}(\w+ion|dis\w+|\w+ous)}\W",0
5250,"\W!x{((\w+ion|dis\w+|\w+ate)\W+){5}(\w+ion|dis\w+|\w+ate)}\W",0
5251,"\W!x{((\w+ion|dis\w+|\w+ure)\W+){5}(\w+ion|dis\w+|\w+ure)}\W",0
5252,"\W!x{((\w+ion|dis\w+|pre\w+)\W+){5}(\w+ion|dis\w+|pre\w+)}\W",0
5253,"\W!x{((\w+ion|dis\w+|\w+ment)\W+){5}(\w+ion|dis\w+|\w+ment)}\W",0
5254,"\W!x{((\w+ion|dis\w+|\w+ence)\W+){5}(\w+ion|dis\w+|\w+ence)}\W",0
5255,"\W!x{((\w+ion|dis\w+|\w+able)\W+){5}(\w+ion|dis\w+|\w+able)}\W",0
5256,"\W!x{((\w+ion|dis\w+|\w+ant)\W+){5}(\w+ion|dis\w+|\w+ant)}\W",0
5257,"\W!x{((\w+ion|dis\w+|\w+ity)\W+){5}(\w+ion|dis\w+|\w+ity)}\W",0
5258,"\W!x{((\w+ion|dis\w+|\w+ness)\W+){5}(\w+ion|dis\w+|\w+ness)}\W",0
5259,"\W!x{((\w+ion|dis\w+|\w+ance)\W+){5}(\w+ion|dis\w+|\w+ance)}\W",0
5260,"\W!x{((\w+ion|dis\w+|\w+ful)\W+){5}(\w+ion|dis\w+|\w+ful)}\W",0
5261,"\W!x{((\w+ion|dis\w+|im\w+)\W+){5}(\w+ion|dis\w+|im\w+)}\W",0
5262,"\W!x{((\w+ion|dis\w+|\w+age)\W+){5}(\w+ion|dis\w+|\w+age)}\W",0
5263,"\W!x{((\w+ion|dis\w+|\w+ish)\W+){5}(\w+ion|dis\w+|\w+ish)}\W",0
5264,"\W!x{((\w+ion|dis\w+|\w+ic)\W+){5}(\w+ion|dis\w+|\w+ic)}\W",0
5265,"\W!x{((\w+ion|\w+ous|\w+ate)\W+){5}(\w+ion|\w+ous|\w+ate)}\W",0
5266,"\W!x{((\w+ion|\w+ous|\w+ure)\W+){5}(\w+ion|\w+ous|\w+ure)}\W",0
5267,"\W!x{((\w+ion|\w+ous|pre\w+)\W+){5}(\w+ion|\w+ous|pre\w+)}\W",0
5268,"\W!x{((\w+ion|\w+ous|\w+ment)\W+){5}(\w+ion|\w+ous|\w+ment)}\W",0
5269,"\W!x{((\w+ion|\w+ous|\w+ence)\W+){5}(\w+ion|\w+ous|\w+ence)}\W",0
5270,"\W!x{((\w+ion|\w+ous|\w+able)\W+){5}(\w+ion|\w+ous|\w+able)}\W",0
5271,"\W!x{((\w+ion|\w+ous|\w+ant)\W+){5}(\w+ion|\w+ous|\w+ant)}\W",0
5272,"\W!x{((\w+ion|\w+ous|\w+ity)\W+){5}(\w+ion|\w+ous|\w+ity)}\W",0
5273,"\W!x{((\w+ion|\w+ous|\w+ness)\W+){5}(\w+ion|\w+ous|\w+ness)}\W",0
5274,"\W!x{((\w+ion|\w+ous|\w+ance)\W+){5}(\w+ion|\w+ous|\w+ance)}\W",0
5275,"\W!x{((\w+ion|\w+ous|\w+ful)\W+){5}(\w+ion|\w+ous|\w+ful)}\W",0
5276,"\W!x{((\w+ion|\w+ous|im\w+)\W+){5}(\w+ion|\w+ous|im\w+)}\W",0
5277,"\W!x{((\w+ion|\w+ous|\w+age)\W+){5}(\w+ion|\w+ous|\w+age)}\W",0
5278,"\W!x{((\w+ion|\w+ous|\w+ish)\W+){5}(\w+ion|\w+ous|\w+ish)}\W",0
5279,"\W!x{((\w+ion|\w+ous|\w+ic)\W+){5}(\w+ion|\w+ous|\w+ic)}\W",0
5280,"\W!x{((\w+ion|\w+ate|\w+ure)\W+){5}(\w+ion|\w+ate|\w+ure)}\W",0
5281,"\W!x{((\w+ion|\w+ate|pre\w+)\W+){5}(\w+ion|\w+ate|pre\w+)}\W",0
5282,"\W!x{((\w+ion|\w+ate|\w+ment)\W+){5}(\w+ion|\w+ate|\w+ment)}\W",0
5283,"\W!x{((\w+ion|\w+ate|\w+ence)\W+){5}(\w+ion|\w+ate|\w+ence)}\W",0
5284,"\W!x{((\w+ion|\w+ate|\w+able)\W+){5}(\w+ion|\w+ate|\w+able)}\W",0
5285,"\W!x{((\w+ion|\w+ate|\w+ant)\W+){5}(\w+ion|\w+ate|\w+ant)}\W",0
5286,"\W!x{((\w+ion|\w+ate|\w+ity)\W+){5}(\w+ion|\w+ate|\w+ity)}\W",0
5287,"\W!x{((\w+ion|\w+ate|\w+ness)\W+){5}(\w+ion|\w+ate|\w+ness)}\W",0
5288,"\W!x{((\w+ion|\w+ate|\w+ance)\W+){5}(\w+ion|\w+ate|\w+ance)}\W",0
5289,"\W!x{((\w+ion|\w+ate|\w+ful)\W+){5}(\w+ion|\w+ate|\w+ful)}\W",0
5290,"\W!x{((\w+ion|\w+ate|im\w+)\W+){5}(\w+ion|\w+ate|im\w+)}\W",0
5291,"\W!x{((\w+ion|\w+ate|\w+age)\W+){5}(\w+ion|\w+ate|\w+age)}\W",0
5292,"\W!x{((\w+ion|\w+ate|\w+ish)\W+){5}(\w+ion|\w+ate|\w+ish)}\W",0
5293,"\W!x{((\w+ion|\w+ate|\w+ic)\W+){5}(\w+ion|\w+ate|\w+ic)}\W",0
5294,"\W!x{((\w+ion|\w+ure|pre\w+)\W+){5}(\w+ion|\w+ure|pre\w+)}\W",0
5295,"\W!x{((\w+ion|\w+ure|\w+ment)\W+){5}(\w+ion|\w+ure|\w+ment)}\W",0
5296,"\W!x{((\w+ion|\w+ure|\w+ence)\W+){5}(\w+ion|\w+ure|\w+ence)}\W",0
5297,"\W!x{((\w+ion|\w+ure|\w+able)\W+){5}(\w+ion|\w+ure|\w+able)}\W",0
5298,"\W!x{((\w+ion|\w+ure|\w+ant)\W+){5}(\w+ion|\w+ure|\w+ant)}\W",0
5299,"\W!x{((\w+ion|\w+ure|\w+ity)\W+){5}(\w+ion|\w+ure|\w+ity)}\W",0
5300,"\W!x{((\w+ion|\w+ure|\w+ness)\W+){5}(\w+ion|\w+ure|\w+ness)}\W",0
5301,"\W!x{((\w+ion|\w+ure|\w+ance)\W+){5}(\w+ion|\w+ure|\w+ance)}\W",0
5302,"\W!x{((\w+ion|\w+ure|\w+ful)\W+){5}(\w+ion|\w+ure|\w+ful)}\W",0
5303,"\W!x{((\w+ion|\w+ure|im\w+)\W+){5}(\w+ion|\w+ure|im\w+)}\W",0
5304,"\W!x{((\w+ion|\w+ure|\w+age)\W+){5}(\w+ion|\w+ure|\w+age)}\W",0
5305,"\W!x{((\w+ion|\w+ure|\w+ish)\W+){5}(\w+ion|\w+ure|\w+ish)}\W",0
5306,"\W!x{((\w+ion|\w+ure|\w+ic)\W+){5}(\w+ion|\w+ure|\w+ic)}\W",0
5307,"\W!x{((\w+ion|pre\w+|\w+ment)\W+){5}(\w+ion|pre\w+|\w+ment)}\W",0
5308,"\W!x{((\w+ion|pre\w+|\w+ence)\W+){5}(\w+ion|pre\w+|\w+ence)}\W",0
5309,"\W!x{((\w+ion|pre\w+|\w+able)\W+){5}(\w+ion|pre\w+|\w+able)}\W",0
5310,"\W!x{((\w+ion|pre\w+|\w+ant)\W+){5}(\w+ion|pre\w+|\w+ant)}\W",0
5311,"\W!x{((\w+ion|pre\w+|\w+ity)\W+){5}(\w+ion|pre\w+|\w+ity)}\W",0
5312,"\W!x{((\w+ion|pre\w+|\w+ness)\W+){5}(\w+ion|pre\w+|\w+ness)}\W",0
5313,"\W!x{((\w+ion|pre\w+|\w+ance)\W+){5}(\w+ion|pre\w+|\w+ance)}\W",0
5314,"\W!x{((\w+ion|pre\w+|\w+ful)\W+){5}(\w+ion|pre\w+|\w+ful)}\W",0
5315,"\W!x{((\w+ion|pre\w+|im\w+)\W+){5}(\w+ion|pre\w+|im\w+)}\W",0
5316,"\W!x{((\w+ion|pre\w+|\w+age)\W+){5}(\w+ion|pre\w+|\w+age)}\W",0
5317,"\W!x{((\w+ion|pre\w+|\w+ish)\W+){5}(\w+ion|pre\w+|\w+ish)}\W",0
5318,"\W!x{((\w+ion|pre\w+|\w+ic)\W+){5}(\w+ion|pre\w+|\w+ic)}\W",0
5319,"\W!x{((\w+ion|\w+ment|\w+ence)\W+){5}(\w+ion|\w+ment|\w+ence)}\W",0
5320,"\W!x{((\w+ion|\w+ment|\w+able)\W+){5}(\w+ion|\w+ment|\w+able)}\W",0
5321,"\W!x{((\w+ion|\w+ment|\w+ant)\W+){5}(\w+ion|\w+ment|\w+ant)}\W",0
5322,"\W!x{((\w+ion|\w+ment|\w+ity)\W+){5}(\w+ion|\w+ment|\w+ity)}\W",0
5323,"\W!x{((\w+ion|\w+ment|\w+ness)\W+){5}(\w+ion|\w+ment|\w+ness)}\W",0
5324,"\W!x{((\w+ion|\w+ment|\w+ance)\W+){5}(\w+ion|\w+ment|\w+ance)}\W",0
5325,"\W!x{((\w+ion|\w+ment|\w+ful)\W+){5}(\w+ion|\w+ment|\w+ful)}\W",0
5326,"\W!x{((\w+ion|\w+ment|im\w+)\W+){5}(\w+ion|\w+ment|im\w+)}\W",0
5327,"\W!x{((\w+ion|\w+ment|\w+age)\W+){5}(\w+ion|\w+ment|\w+age)}\W",0
5328,"\W!x{((\w+ion|\w+ment|\w+ish)\W+){5}(\w+ion|\w+ment|\w+ish)}\W",0
5329,"\W!x{((\w+ion|\w+ment|\w+ic)\W+){5}(\w+ion|\w+ment|\w+ic)}\W",0
5330,"\W!x{((\w+ion|\w+ence|\w+able)\W+){5}(\w+ion|\w+ence|\w+able)}\W",0
5331,"\W!x{((\w+ion|\w+ence|\w+ant)\W+){5}(\w+ion|\w+ence|\w+ant)}\W",0
5332,"\W!x{((\w+ion|\w+ence|\w+ity)\W+){5}(\w+ion|\w+ence|\w+ity)}\W",0
5333,"\W!x{((\w+ion|\w+ence|\w+ness)\W+){5}(\w+ion|\w+ence|\w+ness)}\W",0
5334,"\W!x{((\w+ion|\w+ence|\w+ance)\W+){5}(\w+ion|\w+ence|\w+ance)}\W",0
5335,"\W!x{((\w+ion|\w+ence|\w+ful)\W+){5}(\w+ion|\w+ence|\w+ful)}\W",0
5336,"\W!x{((\w+ion|\w+ence|im\w+)\W+){5}(\w+ion|\w+ence|im\w+)}\W",0
5337,"\W!x{((\w+ion|\w+ence|\w+age)\W+){5}(\w+ion|\w+ence|\w+age)}\W",0
5338,"\W!x{((\w+ion|\w+ence|\w+ish)\W+){5}(\w+ion|\w+ence|\w+ish)}\W",0
5339,"\W!x{((\w+ion|\w+ence|\w+ic)\W+){5}(\w+ion|\w+ence|\w+ic)}\W",0
5340,"\W!x{((\w+ion|\w+able|\w+ant)\W+){5}(\w+ion|\w+able|\w+ant)}\W",0
5341,"\W!x{((\w+ion|\w+able|\w+ity)\W+){5}(\w+ion|\w+able|\w+ity)}\W",0
5342,"\W!x{((\w+ion|\w+able|\w+ness)\W+){5}(\w+ion|\w+able|\w+ness)}\W",0
5343,"\W!x{((\w+ion|\w+able|\w+ance)\W+){5}(\w+ion|\w+able|\w+ance)}\W",0
5344,"\W!x{((\w+ion|\w+able|\w+ful)\W+){5}(\w+ion|\w+able|\w+ful)}\W",0
5345,"\W!x{((\w+ion|\w+able|im\w+)\W+){5}(\w+ion|\w+able|im\w+)}\W",0
5346,"\W!x{((\w+ion|\w+able|\w+age)\W+){5}(\w+ion|\w+able|\w+age)}\W",0
5347,"\W!x{((\w+ion|\w+able|\w+ish)\W+){5}(\w+ion|\w+able|\w+ish)}\W",0
5348,"\W!x{((\w+ion|\w+able|\w+ic)\W+){5}(\w+ion|\w+able|\w+ic)}\W",0
5349,"\W!x{((\w+ion|\w+ant|\w+ity)\W+){5}(\w+ion|\w+ant|\w+ity)}\W",0
5350,"\W!x{((\w+ion|\w+ant|\w+ness)\W+){5}(\w+ion|\w+ant|\w+ness)}\W",0
5351,"\W!x{((\w+ion|\w+ant|\w+ance)\W+){5}(\w+ion|\w+ant|\w+ance)}\W",0
5352,"\W!x{((\w+ion|\w+ant|\w+ful)\W+){5}(\w+ion|\w+ant|\w+ful)}\W",0
5353,"\W!x{((\w+ion|\w+ant|im\w+)\W+){5}(\w+ion|\w+ant|im\w+)}\W",0
5354,"\W!x{((\w+ion|\w+ant|\w+age)\W+){5}(\w+ion|\w+ant|\w+age)}\W",0
5355,"\W!x{((\w+ion|\w+ant|\w+ish)\W+){5}(\w+ion|\w+ant|\w+ish)}\W",0
5356,"\W!x{((\w+ion|\w+ant|\w+ic)\W+){5}(\w+ion|\w+ant|\w+ic)}\W",0
5357,"\W!x{((\w+ion|\w+ity|\w+ness)\W+){5}(\w+ion|\w+ity|\w+ness)}\W",0
5358,"\W!x{((\w+ion|\w+ity|\w+ance)\W+){5}(\w+ion|\w+ity|\w+ance)}\W",0
5359,"\W!x{((\w+ion|\w+ity|\w+ful)\W+){5}(\w+ion|\w+ity|\w+ful)}\W",0
5360,"\W!x{((\w+ion|\w+ity|im\w+)\W+){5}(\w+ion|\w+ity|im\w+)}\W",0
5361,"\W!x{((\w+ion|\w+ity|\w+age)\W+){5}(\w+ion|\w+ity|\w+age)}\W",0
5362,"\W!x{((\w+ion|\w+ity|\w+ish)\W+){5}(\w+ion|\w+ity|\w+ish)}\W",0
5363,"\W!x{((\w+ion|\w+ity|\w+ic)\W+){5}(\w+ion|\w+ity|\w+ic)}\W",0
5364,"\W!x{((\w+ion|\w+ness|\w+ance)\W+){5}(\w+ion|\w+ness|\w+ance)}\W",0
5365,"\W!x{((\w+ion|\w+ness|\w+ful)\W+){5}(\w+ion|\w+ness|\w+ful)}\W",0
5366,"\W!x{((\w+ion|\w+ness|im\w+)\W+){5}(\w+ion|\w+ness|im\w+)}\W",0
5367,"\W!x{((\w+ion|\w+ness|\w+age)\W+){5}(\w+ion|\w+ness|\w+age)}\W",0
5368,"\W!x{((\w+ion|\w+ness|\w+ish)\W+){5}(\w+ion|\w+ness|\w+ish)}\W",0
5369,"\W!x{((\w+ion|\w+ness|\w+ic)\W+){5}(\w+ion|\w+ness|\w+ic)}\W",0
5370,"\W!x{((\w+ion|\w+ance|\w+ful)\W+){5}(\w+ion|\w+ance|\w+ful)}\W",0
5371,"\W!x{((\w+ion|\w+ance|im\w+)\W+){5}(\w+ion|\w+ance|im\w+)}\W",0
5372,"\W!x{((\w+ion|\w+ance|\w+age)\W+){5}(\w+ion|\w+ance|\w+age)}\W",0
5373,"\W!x{((\w+ion|\w+ance|\w+ish)\W+){5}(\w+ion|\w+ance|\w+ish)}\W",0
5374,"\W!x{((\w+ion|\w+ance|\w+ic)\W+){5}(\w+ion|\w+ance|\w+ic)}\W",0
5375,"\W!x{((\w+ion|\w+ful|im\w+)\W+){5}(\w+ion|\w+ful|im\w+)}\W",0
5376,"\W!x{((\w+ion|\w+ful|\w+age)\W+){5}(\w+ion|\w+ful|\w+age)}\W",0
5377,"\W!x{((\w+ion|\w+ful|\w+ish)\W+){5}(\w+ion|\w+ful|\w+ish)}\W",0
5378,"\W!x{((\w+ion|\w+ful|\w+ic)\W+){5}(\w+ion|\w+ful|\w+ic)}\W",0
5379,"\W!x{((\w+ion|im\w+|\w+age)\W+){5}(\w+ion|im\w+|\w+age)}\W",0
5380,"\W!x{((\w+ion|im\w+|\w+ish)\W+){5}(\w+ion|im\w+|\w+ish)}\W",0
5381,"\W!x{((\w+ion|im\w+|\w+ic)\W+){5}(\w+ion|im\w+|\w+ic)}\W",0
5382,"\W!x{((\w+ion|\w+age|\w+ish)\W+){5}(\w+ion|\w+age|\w+ish)}\W",0
5383,"\W!x{((\w+ion|\w+age|\w+ic)\W+){5}(\w+ion|\w+age|\w+ic)}\W",0
5384,"\W!x{((\w+ion|\w+ish|\w+ic)\W+){5}(\w+ion|\w+ish|\w+ic)}\W",0
5385,"\W!x{((in\w+|de\w+|di\w+)\W+){5}(in\w+|de\w+|di\w+)}\W",0
5386,"\W!x{((in\w+|de\w+|\w+ent)\W+){5}(in\w+|de\w+|\w+ent)}\W",0
5387,"\W!x{((in\w+|de\w+|\w+geo?\w+)\W+){5}(in\w+|de\w+|\w+geo?\w+)}\W",0
5388,"\W!x{((in\w+|de\w+|\w+al)\W+){5}(in\w+|de\w+|\w+al)}\W",6
5389,"\W!x{((in\w+|de\w+|com\w+)\W+){5}(in\w+|de\w+|com\w+)}\W",0
5390,"\W!x{((in\w+|de\w+|con\w+)\W+){5}(in\w+|de\w+|con\w+)}\W",0
5391,"\W!x{((in\w+|de\w+|un\w+)\W+){5}(in\w+|de\w+|un\w+)}\W",0
5392,"\W!x{((in\w+|de\w+|ex\w+)\W+){5}(in\w+|de\w+|ex\w+)}\W",0
5393,"\W!x{((in\w+|de\w+|en\w+)\W+){5}(in\w+|de\w+|en\w+)}\W",0
5394,"\W!x{((in\w+|de\w+|pro\w+)\W+){5}(in\w+|de\w+|pro\w+)}\W",0
5395,"\W!x{((in\w+|de\w+|\w+ation)\W+){5}(in\w+|de\w+|\w+ation)}\W",0
5396,"\W!x{((in\w+|de\w+|\w+ive)\W+){5}(in\w+|de\w+|\w+ive)}\W",0
5397,"\W!x{((in\w+|de\w+|dis\w+)\W+){5}(in\w+|de\w+|dis\w+)}\W",0
5398,"\W!x{((in\w+|de\w+|\w+ous)\W+){5}(in\w+|de\w+|\w+ous)}\W",0
5399,"\W!x{((in\w+|de\w+|\w+ate)\W+){5}(in\w+|de\w+|\w+ate)}\W",0
5400,"\W!x{((in\w+|de\w+|\w+ure)\W+){5}(in\w+|de\w+|\w+ure)}\W",0
5401,"\W!x{((in\w+|de\w+|pre\w+)\W+){5}(in\w+|de\w+|pre\w+)}\W",0
5402,"\W!x{((in\w+|de\w+|\w+ment)\W+){5}(in\w+|de\w+|\w+ment)}\W",0
5403,"\W!x{((in\w+|de\w+|\w+ence)\W+){5}(in\w+|de\w+|\w+ence)}\W",0
5404,"\W!x{((in\w+|de\w+|\w+able)\W+){5}(in\w+|de\w+|\w+able)}\W",0
5405,"\W!x{((in\w+|de\w+|\w+ant)\W+){5}(in\w+|de\w+|\w+ant)}\W",0
5406,"\W!x{((in\w+|de\w+|\w+ity)\W+){5}(in\w+|de\w+|\w+ity)}\W",0
5407,"\W!x{((in\w+|de\w+|\w+ness)\W+){5}(in\w+|de\w+|\w+ness)}\W",0
5408,"\W!x{((in\w+|de\w+|\w+ance)\W+){5}(in\w+|de\w+|\w+ance)}\W",0
5409,"\W!x{((in\w+|de\w+|\w+ful)\W+){5}(in\w+|de\w+|\w+ful)}\W",0
5410,"\W!x{((in\w+|de\w+|im\w+)\W+){5}(in\w+|de\w+|im\w+)}\W",0
5411,"\W!x{((in\w+|de\w+|\w+age)\W+){5}(in\w+|de\w+|\w+age)}\W",0
5412,"\W!x{((in\w+|de\w+|\w+ish)\W+){5}(in\w+|de\w+|\w+ish)}\W",0
5413,"\W!x{((in\w+|de\w+|\w+ic)\W+){5}(in\w+|de\w+|\w+ic)}\W",0
5414,"\W!x{((in\w+|di\w+|\w+ent)\W+){5}(in\w+|di\w+|\w+ent)}\W",0
5415,"\W!x{((in\w+|di\w+|\w+geo?\w+)\W+){5}(in\w+|di\w+|\w+geo?\w+)}\W",0
5416,"\W!x{((in\w+|di\w+|\w+al)\W+){5}(in\w+|di\w+|\w+al)}\W",6
5417,"\W!x{((in\w+|di\w+|com\w+)\W+){5}(in\w+|di\w+|com\w+)}\W",0
5418,"\W!x{((in\w+|di\w+|con\w+)\W+){5}(in\w+|di\w+|con\w+)}\W",0
5419,"\W!x{((in\w+|di\w+|un\w+)\W+){5}(in\w+|di\w+|un\w+)}\W",0
5420,"\W!x{((in\w+|di\w+|ex\w+)\W+){5}(in\w+|di\w+|ex\w+)}\W",0
5421,"\W!x{((in\w+|di\w+|en\w+)\W+){5}(in\w+|di\w+|en\w+)}\W",0
5422,"\W!x{((in\w+|di\w+|pro\w+)\W+){5}(in\w+|di\w+|pro\w+)}\W",1
5423,"\W!x{((in\w+|di\w+|\w+ation)\W+){5}(in\w+|di\w+|\w+ation)}\W",0
5424,"\W!x{((in\w+|di\w+|\w+ive)\W+){5}(in\w+|di\w+|\w+ive)}\W",0
5425,"\W!x{((in\w+|di\w+|dis\w+)\W+){5}(in\w+|di\w+|dis\w+)}\W",0
5426,"\W!x{((in\w+|di\w+|\w+ous)\W+){5}(in\w+|di\w+|\w+ous)}\W",0
5427,"\W!x{((in\w+|di\w+|\w+ate)\W+){5}(in\w+|di\w+|\w+ate)}\W",0
5428,"\W!x{((in\w+|di\w+|\w+ure)\W+){5}(in\w+|di\w+|\w+ure)}\W",0
5429,"\W!x{((in\w+|di\w+|pre\w+)\W+){5}(in\w+|di\w+|pre\w+)}\W",0
5430,"\W!x{((in\w+|di\w+|\w+ment)\W+){5}(in\w+|di\w+|\w+ment)}\W",0
5431,"\W!x{((in\w+|di\w+|\w+ence)\W+){5}(in\w+|di\w+|\w+ence)}\W",0
5432,"\W!x{((in\w+|di\w+|\w+able)\W+){5}(in\w+|di\w+|\w+able)}\W",0
5433,"\W!x{((in\w+|di\w+|\w+ant)\W+){5}(in\w+|di\w+|\w+ant)}\W",0
5434,"\W!x{((in\w+|di\w+|\w+ity)\W+){5}(in\w+|di\w+|\w+ity)}\W",0
5435,"\W!x{((in\w+|di\w+|\w+ness)\W+){5}(in\w+|di\w+|\w+ness)}\W",0
5436,"\W!x{((in\w+|di\w+|\w+ance)\W+){5}(in\w+|di\w+|\w+ance)}\W",0
5437,"\W!x{((in\w+|di\w+|\w+ful)\W+){5}(in\w+|di\w+|\w+ful)}\W",0
5438,"\W!x{((in\w+|di\w+|im\w+)\W+){5}(in\w+|di\w+|im\w+)}\W",0
5439,"\W!x{((in\w+|di\w+|\w+age)\W+){5}(in\w+|di\w+|\w+age)}\W",0
5440,"\W!x{((in\w+|di\w+|\w+ish)\W+){5}(in\w+|di\w+|\w+ish)}\W",0
5441,"\W!x{((in\w+|di\w+|\w+ic)\W+){5}(in\w+|di\w+|\w+ic)}\W",0
5442,"\W!x{((in\w+|\w+ent|\w+geo?\w+)\W+){5}(in\w+|\w+ent|\w+geo?\w+)}\W",0
5443,"\W!x{((in\w+|\w+ent|\w+al)\W+){5}(in\w+|\w+ent|\w+al)}\W",6
5444,"\W!x{((in\w+|\w+ent|com\w+)\W+){5}(in\w+|\w+ent|com\w+)}\W",0
5445,"\W!x{((in\w+|\w+ent|con\w+)\W+){5}(in\w+|\w+ent|con\w+)}\W",0
5446,"\W!x{((in\w+|\w+ent|un\w+)\W+){5}(in\w+|\w+ent|un\w+)}\W",0
5447,"\W!x{((in\w+|\w+ent|ex\w+)\W+){5}(in\w+|\w+ent|ex\w+)}\W",0
5448,"\W!x{((in\w+|\w+ent|en\w+)\W+){5}(in\w+|\w+ent|en\w+)}\W",0
5449,"\W!x{((in\w+|\w+ent|pro\w+)\W+){5}(in\w+|\w+ent|pro\w+)}\W",0
5450,"\W!x{((in\w+|\w+ent|\w+ation)\W+){5}(in\w+|\w+ent|\w+ation)}\W",0
5451,"\W!x{((in\w+|\w+ent|\w+ive)\W+){5}(in\w+|\w+ent|\w+ive)}\W",0
5452,"\W!x{((in\w+|\w+ent|dis\w+)\W+){5}(in\w+|\w+ent|dis\w+)}\W",0
5453,"\W!x{((in\w+|\w+ent|\w+ous)\W+){5}(in\w+|\w+ent|\w+ous)}\W",0
5454,"\W!x{((in\w+|\w+ent|\w+ate)\W+){5}(in\w+|\w+ent|\w+ate)}\W",0
5455,"\W!x{((in\w+|\w+ent|\w+ure)\W+){5}(in\w+|\w+ent|\w+ure)}\W",0
5456,"\W!x{((in\w+|\w+ent|pre\w+)\W+){5}(in\w+|\w+ent|pre\w+)}\W",0
5457,"\W!x{((in\w+|\w+ent|\w+ment)\W+){5}(in\w+|\w+ent|\w+ment)}\W",0
5458,"\W!x{((in\w+|\w+ent|\w+ence)\W+){5}(in\w+|\w+ent|\w+ence)}\W",0
5459,"\W!x{((in\w+|\w+ent|\w+able)\W+){5}(in\w+|\w+ent|\w+able)}\W",0
5460,"\W!x{((in\w+|\w+ent|\w+ant)\W+){5}(in\w+|\w+ent|\w+ant)}\W",0
5461,"\W!x{((in\w+|\w+ent|\w+ity)\W+){5}(in\w+|\w+ent|\w+ity)}\W",0
5462,"\W!x{((in\w+|\w+ent|\w+ness)\W+){5}(in\w+|\w+ent|\w+ness)}\W",0
5463,"\W!x{((in\w+|\w+ent|\w+ance)\W+){5}(in\w+|\w+ent|\w+ance)}\W",0
5464,"\W!x{((in\w+|\w+ent|\w+ful)\W+){5}(in\w+|\w+ent|\w+ful)}\W",0
5465,"\W!x{((in\w+|\w+ent|im\w+)\W+){5}(in\w+|\w+ent|im\w+)}\W",0
5466,"\W!x{((in\w+|\w+ent|\w+age)\W+){5}(in\w+|\w+ent|\w+age)}\W",0
5467,"\W!x{((in\w+|\w+ent|\w+ish)\W+){5}(in\w+|\w+ent|\w+ish)}\W",0
5468,"\W!x{((in\w+|\w+ent|\w+ic)\W+){5}(in\w+|\w+ent|\w+ic)}\W",0
5469,"\W!x{((in\w+|\w+geo?\w+|\w+al)\W+){5}(in\w+|\w+geo?\w+|\w+al)}\W",6
5470,"\W!x{((in\w+|\w+geo?\w+|com\w+)\W+){5}(in\w+|\w+geo?\w+|com\w+)}\W",0
5471,"\W!x{((in\w+|\w+geo?\w+|con\w+)\W+){5}(in\w+|\w+geo?\w+|con\w+)}\W",0
5472,"\W!x{((in\w+|\w+geo?\w+|un\w+)\W+){5}(in\w+|\w+geo?\w+|un\w+)}\W",0
5473,"\W!x{((in\w+|\w+geo?\w+|ex\w+)\W+){5}(in\w+|\w+geo?\w+|ex\w+)}\W",0
5474,"\W!x{((in\w+|\w+geo?\w+|en\w+)\W+){5}(in\w+|\w+geo?\w+|en\w+)}\W",0
5475,"\W!x{((in\w+|\w+geo?\w+|pro\w+)\W+){5}(in\w+|\w+geo?\w+|pro\w+)}\W",0
5476,"\W!x{((in\w+|\w+geo?\w+|\w+ation)\W+){5}(in\w+|\w+geo?\w+|\w+ation)}\W",0
5477,"\W!x{((in\w+|\w+geo?\w+|\w+ive)\W+){5}(in\w+|\w+geo?\w+|\w+ive)}\W",0
5478,"\W!x{((in\w+|\w+geo?\w+|dis\w+)\W+){5}(in\w+|\w+geo?\w+|dis\w+)}\W",0
5479,"\W!x{((in\w+|\w+geo?\w+|\w+ous)\W+){5}(in\w+|\w+geo?\w+|\w+ous)}\W",0
5480,"\W!x{((in\w+|\w+geo?\w+|\w+ate)\W+){5}(in\w+|\w+geo?\w+|\w+ate)}\W",0
5481,"\W!x{((in\w+|\w+geo?\w+|\w+ure)\W+){5}(in\w+|\w+geo?\w+|\w+ure)}\W",0
5482,"\W!x{((in\w+|\w+geo?\w+|pre\w+)\W+){5}(in\w+|\w+geo?\w+|pre\w+)}\W",0
5483,"\W!x{((in\w+|\w+geo?\w+|\w+ment)\W+){5}(in\w+|\w+geo?\w+|\w+ment)}\W",0
